225013001	Feeling bad	Feeling bad
3877011000036101	Lipitor	Lipitor
57676002	Arthralgia	Arthralgia
40930008	Hypothyroidism	Hypothyroidism
47268002	Reflux	Reflux
68962001	Myalgia	Myalgia
473011001	Allergic condition	Allergic condition
24693007	Fibromyalgia	Fibromyalgia
3877011000036101	Lipitor	Lipitor
13791008	Asthenia	Asthenia
81680005	Neck pain	Neck pain
22253000	Pain	Pain
57676002	Arthralgia	Arthralgia
301345002	Difficulty sleeping	Difficulty sleeping
3877011000036101	Lipitor	Lipitor
60032008	Unable to concentrate	Unable to concentrate
54981004	Charleyhorse	Charleyhorse
64766004	Ulcerative colitis	Ulcerative colitis
386033004	Neuropathy	Neuropathy
8510008	Reduced mobility	Reduced mobility
84445001	Joint stiffness	Joint stiffness
3877011000036101	Lipitor	Lipitor
197321007	Steatosis of liver	Steatosis of liver
68962001	Myalgia	Myalgia
415690000	Sweating	Sweating
22253000	Pain	Pain
22253000	Pain	Pain
35489007	Depression	Depression
3877011000036101	Lipitor	Lipitor
429783005	Paraesthesia of lower extremity	Paraesthesia of lower extremity
21238011000036103	oestradiol	oestradiol
426206001	Constant pain	Constant pain
81680005	Neck pain	Neck pain
431416001	Menstrual cramp	Menstrual cramp
22298006	Myocardial infarction	Myocardial infarction
55929007	Feeling irritable	Feeling irritable
161891005	Backache	Backache
228158008	Walking disability	Walking disability
57676002	Arthralgia	Arthralgia
267032009	Tired all the time	Tired all the time
162031009	Indigestion	Indigestion
3384011000036100	Arthrotec	Arthrotec
386806002	Impaired cognition	Impaired cognition
38341003	Hypertension	Hypertension
3877011000036101	Lipitor	Lipitor
310495003	Mild depression	Mild depression
81680005	Neck pain	Neck pain
21496011000036106	prednisone	prednisone
8009008	Nocturnal enuresis	Nocturnal enuresis
60238002	Muscle twitch	Muscle twitch
55300003	Muscle cramp	Muscle cramp
6471006	Suicidal thoughts	Suicidal thoughts
193462001	Insomnia	Insomnia
35489007	Depression	Depression
95320005	Disorder of skin	Disorder of skin
3877011000036101	Lipitor	Lipitor
68962001	Myalgia	Myalgia
262286000	Weight increased	Weight increased
301676004	Unable to get off a bed	Unable to get off a bed
68962001	Myalgia	Myalgia
271681002	Stomach ache	Stomach ache
419723007	Mentally dull	Mentally dull
299037003	Swelling of hand	Swelling of hand
386705008	Lightheadedness	Lightheadedness
76948002	Severe pain	Severe pain
4740000	Herpes zoster	Herpes zoster
57676002	Arthralgia	Arthralgia
22253000	Pain	Pain
3877011000036101	Lipitor	Lipitor
80690008	Degenerative disease of the central nervous system	Degenerative disease of the central nervous system
267036007	Dyspnoea	Dyspnoea
3877011000036101	Lipitor	Lipitor
125667009	Contusion	Contusion
12441001	Epistaxis	Epistaxis
228158008	Walking disability	Walking disability
57676002	Arthralgia	Arthralgia
76948002	Severe pain	Severe pain
3877011000036101	Lipitor	Lipitor
3877011000036101	Lipitor	Lipitor
86651002	Pulse fast	Pulse fast
60032008	Unable to concentrate	Unable to concentrate
279038004	Thoracic back pain	Thoracic back pain
67849003	Excruciating pain	Excruciating pain
3877011000036101	Lipitor	Lipitor
49218002	Hip pain	Hip pain
3877011000036101	Lipitor	Lipitor
22253000	Pain	Pain
449917004	Cramp in lower limb	Cramp in lower limb
53430007	Mastalgia	Mastalgia
78514002	Thigh pain	Thigh pain
82991003	Generalised aches and pains	Generalised aches and pains
42399005	Renal failure	Renal failure
25064002	Headache	Headache
49218002	Hip pain	Hip pain
162221009	Restlessness	Restlessness
68449006	Arthritis of hip	Arthritis of hip
247355005	Flank pain	Flank pain
32643011000036106	potassium	potassium
3877011000036101	Lipitor	Lipitor
310497006	Severe depression	Severe depression
3384011000036100	Arthrotec	Arthrotec
35489007	Depression	Depression
228158008	Walking disability	Walking disability
25064002	Headache	Headache
418290006	Itching	Itching
62507009	Pins and needles	Pins and needles
68962001	Myalgia	Myalgia
13791008	Asthenia	Asthenia
228158008	Walking disability	Walking disability
3559011000036109	Zoloft	Zoloft
95359001	Mucosal numbness	Mucosal numbness
3877011000036101	Lipitor	Lipitor
80313002	Palpitations	Palpitations
9991008	Abdominal colic	Abdominal colic
247592009	Poor short-term memory	Poor short-term memory
81308009	Encephalopathy	Encephalopathy
67849003	Excruciating pain	Excruciating pain
3723001	Arthritis	Arthritis
56265001	Heart disease	Heart disease
47933007	Foot pain	Foot pain
60032008	Unable to concentrate	Unable to concentrate
23919004	Labyrinthitis	Labyrinthitis
698065002	Acid reflux	Acid reflux
3877011000036101	Lipitor	Lipitor
288885009	Unable to eat	Unable to eat
77424011000036100	ubidecarenone	ubidecarenone
404640003	Dizziness	Dizziness
367391008	Malaise	Malaise
286641001	Moody	Moody
56608008	Pain in wrist	Pain in wrist
3877011000036101	Lipitor	Lipitor
76948002	Severe pain	Severe pain
698065002	Acid reflux	Acid reflux
431416001	Menstrual cramp	Menstrual cramp
271681002	Stomach ache	Stomach ache
57676002	Arthralgia	Arthralgia
278286009	Right hemiparesis	Right hemiparesis
57676002	Arthralgia	Arthralgia
29857009	Chest pain	Chest pain
25064002	Headache	Headache
55300003	Muscle cramp	Muscle cramp
3877011000036101	Lipitor	Lipitor
267045008	Gastrointestinal symptom	Gastrointestinal symptom
78514002	Thigh pain	Thigh pain
298753001	Numbness of upper limb	Numbness of upper limb
274279008	Renal pain	Renal pain
35489007	Depression	Depression
3877011000036101	Lipitor	Lipitor
249472009	Always hungry	Always hungry
29857009	Chest pain	Chest pain
3384011000036100	Arthrotec	Arthrotec
200936003	Lupus erythematosus	Lupus erythematosus
202855006	Lateral epicondylitis	Lateral epicondylitis
102938007	Difficulty writing	Difficulty writing
26544005	Muscle weakness	Muscle weakness
95891005	Influenza-like illness	Influenza-like illness
14760008	Constipation	Constipation
422400008	Vomiting	Vomiting
247373008	Ankle pain	Ankle pain
271807003	Rash	Rash
68962001	Myalgia	Myalgia
247592009	Poor short-term memory	Poor short-term memory
162076009	Excessive upper gastrointestinal gas	Excessive upper gastrointestinal gas
267031002	Tiredness symptom	Tiredness symptom
38341003	Hypertension	Hypertension
3877011000036101	Lipitor	Lipitor
3877011000036101	Lipitor	Lipitor
161891005	Backache	Backache
449917004	Cramp in lower limb	Cramp in lower limb
30989003	Knee pain	Knee pain
47933007	Foot pain	Foot pain
161891005	Backache	Backache
236620008	Infective cystitis	Infective cystitis
162076009	Excessive upper gastrointestinal gas	Excessive upper gastrointestinal gas
13791008	Asthenia	Asthenia
55300003	Muscle cramp	Muscle cramp
301717006	Right upper quadrant pain	Right upper quadrant pain
3877011000036101	Lipitor	Lipitor
193462001	Insomnia	Insomnia
47933007	Foot pain	Foot pain
43005009	Shuffling gait	Shuffling gait
361122008	Impairment level of vision	Impairment level of vision
3877011000036101	Lipitor	Lipitor
22253000	Pain	Pain
3848011000036104	Pravachol	Pravachol
230690007	Cerebrovascular accident	Cerebrovascular accident
22253000	Pain	Pain
161891005	Backache	Backache
386807006	Memory impairment	Memory impairment
14760008	Constipation	Constipation
386705008	Lightheadedness	Lightheadedness
271801002	Taste sense altered	Taste sense altered
65124004	Swelling	Swelling
45352006	Spasm	Spasm
68962001	Myalgia	Myalgia
444899003	Pain in forearm	Pain in forearm
68962001	Myalgia	Myalgia
3877011000036101	Lipitor	Lipitor
21522001	Abdominal pain	Abdominal pain
361138002	Irregular heart rate	Irregular heart rate
21242011000036102	simvastatin	simvastatin
214264003	Lethargy	Lethargy
3877011000036101	Lipitor	Lipitor
38013005	Immunosuppression	Immunosuppression
197321007	Steatosis of liver	Steatosis of liver
40917007	Confusion	Confusion
77424011000036100	ubidecarenone	ubidecarenone
95421005	Intercostal myalgia	Intercostal myalgia
26544005	Muscle weakness	Muscle weakness
428724006	Arthropathy of knee joint	Arthropathy of knee joint
61599003	Phlebitis	Phlebitis
3877011000036101	Lipitor	Lipitor
203095000	Spasm of back muscles	Spasm of back muscles
422587007	Nausea	Nausea
21486011000036105	tramadol	tramadol
68962001	Myalgia	Myalgia
367391008	Malaise	Malaise
246682000	Blood clot in eye	Blood clot in eye
22253000	Pain	Pain
3904011000036106	Zocor	Zocor
37796009	Migraine	Migraine
24693007	Fibromyalgia	Fibromyalgia
310501001	Numbness of limbs	Numbness of limbs
22298006	Myocardial infarction	Myocardial infarction
22253000	Pain	Pain
10601006	Pain in lower limb	Pain in lower limb
77692006	Hypersomnia	Hypersomnia
49218002	Hip pain	Hip pain
21322011000036108	amlodipine	amlodipine
420038007	Feeling unhappy	Feeling unhappy
21522001	Abdominal pain	Abdominal pain
3384011000036100	Arthrotec	Arthrotec
162031009	Indigestion	Indigestion
193462001	Insomnia	Insomnia
425423002	Pain provoked by movement	Pain provoked by movement
22253000	Pain	Pain
193093009	Bell's palsy	Bell's palsy
213257006	Generally unwell	Generally unwell
162020001	Difficulty chewing	Difficulty chewing
77692006	Hypersomnia	Hypersomnia
68962001	Myalgia	Myalgia
48926009	Pain in spine	Pain in spine
25064002	Headache	Headache
62507009	Pins and needles	Pins and needles
48694002	Anxiety	Anxiety
278040002	Loss of hair	Loss of hair
55300003	Muscle cramp	Muscle cramp
3904011000036106	Zocor	Zocor
84229001	Fatigue	Fatigue
22253000	Pain	Pain
76948002	Severe pain	Severe pain
404640003	Dizziness	Dizziness
87715008	Aptyalism	Aptyalism
3877011000036101	Lipitor	Lipitor
22253000	Pain	Pain
90673000	Burning sensation	Burning sensation
3384011000036100	Arthrotec	Arthrotec
26544005	Muscle weakness	Muscle weakness
68962001	Myalgia	Myalgia
44054006	Type 2 diabetes mellitus	Type 2 diabetes mellitus
271807003	Rash	Rash
267044007	Impaired exercise tolerance	Impaired exercise tolerance
68962001	Myalgia	Myalgia
84229001	Fatigue	Fatigue
3559011000036109	Zoloft	Zoloft
48500005	Delusional disorder	Delusional disorder
82991003	Generalised aches and pains	Generalised aches and pains
193031009	Cluster headache	Cluster headache
60238002	Muscle twitch	Muscle twitch
3877011000036101	Lipitor	Lipitor
21465011000036101	lisinopril	lisinopril
289530006	Vaginal bleeding	Vaginal bleeding
77692006	Hypersomnia	Hypersomnia
68962001	Myalgia	Myalgia
77424011000036100	ubidecarenone	ubidecarenone
271782001	Drowsy	Drowsy
68962001	Myalgia	Myalgia
286755001	Impatient character	Impatient character
249477003	Increased thirst	Increased thirst
103002009	Sensation of hot and cold	Sensation of hot and cold
60032008	Unable to concentrate	Unable to concentrate
45352006	Spasm	Spasm
22253000	Pain	Pain
48167000	Amnesia	Amnesia
161891005	Backache	Backache
26544005	Muscle weakness	Muscle weakness
77424011000036100	ubidecarenone	ubidecarenone
26929004	Alzheimer's disease	Alzheimer's disease
246636008	Blurred vision - hazy	Blurred vision - hazy
282145008	Unable to walk	Unable to walk
55300003	Muscle cramp	Muscle cramp
68962001	Myalgia	Myalgia
279039007	Low back pain	Low back pain
26413003	Low motivation	Low motivation
40917007	Confusion	Confusion
271832001	Flatulence, eructation and gas pain	Flatulence, eructation and gas pain
62315008	Diarrhoea	Diarrhoea
271587009	Stiffness	Stiffness
88092000	Muscle atrophy	Muscle atrophy
3877011000036101	Lipitor	Lipitor
22253000	Pain	Pain
10601006	Pain in lower limb	Pain in lower limb
67233009	Middle insomnia	Middle insomnia
55929007	Feeling irritable	Feeling irritable
162059005	Upset stomach	Upset stomach
419723007	Mentally dull	Mentally dull
25064002	Headache	Headache
21565011000036108	ezetimibe + simvastatin	ezetimibe + simvastatin
3877011000036101	Lipitor	Lipitor
30989003	Knee pain	Knee pain
26544005	Muscle weakness	Muscle weakness
26329005	Poor concentration	Poor concentration
202480001	Elbow joint pain	Elbow joint pain
3877011000036101	Lipitor	Lipitor
81680008	Neck pain	Neck pain
61372001	Aggression	Aggression
162031009	Indigestion	Indigestion
76948002	Severe pain	Severe pain
45326000	Shoulder pain	Shoulder pain
55300003	Muscle cramp	Muscle cramp
404640003	Dizziness	Dizziness
53458011000036102	Aleve	Aleve
30811009	Ulcer of oesophagus	Ulcer of oesophagus
21417011000036105	fenofibrate	fenofibrate
404640003	Dizziness	Dizziness
301676004	Unable to get off a bed	Unable to get off a bed
47933007	Foot pain	Foot pain
3877011000036101	Lipitor	Lipitor
288231001	Myalgia/myositis - lower leg	Myalgia/myositis - lower leg
3877011000036101	Lipitor	Lipitor
698065002	Acid reflux	Acid reflux
21242011000036102	simvastatin	simvastatin
80449002	Muscle fatigue	Muscle fatigue
22253000	Pain	Pain
68962001	Myalgia	Myalgia
236620008	Infective cystitis	Infective cystitis
10601006	Pain in lower limb	Pain in lower limb
399153001	Vertigo	Vertigo
186748004	Parvovirus infection	Parvovirus infection
48694002	Anxiety	Anxiety
22253000	Pain	Pain
16331000	Heartburn	Heartburn
1806006	Eruption	Eruption
246636008	Blurred vision - hazy	Blurred vision - hazy
161891005	Backache	Backache
3877011000036101	Lipitor	Lipitor
22253000	Pain	Pain
35489007	Depression	Depression
3877011000036101	Lipitor	Lipitor
278040002	Loss of hair	Loss of hair
57676002	Arthralgia	Arthralgia
25064002	Headache	Headache
76948002	Severe pain	Severe pain
192085004	Anger reaction	Anger reaction
60862001	Tinnitus	Tinnitus
88092000	Muscle atrophy	Muscle atrophy
161722004	Menstrual loss increasing	Menstrual loss increasing
84229001	Fatigue	Fatigue
274667000	Jaw pain	Jaw pain
8510008	Reduced mobility	Reduced mobility
247441003	Erythema	Erythema
73211009	Diabetes mellitus	Diabetes mellitus
3877011000036101	Lipitor	Lipitor
28743005	Productive cough	Productive cough
21565011000036108	ezetimibe + simvastatin	ezetimibe + simvastatin
76948002	Severe pain	Severe pain
76948002	Severe pain	Severe pain
62507009	Pins and needles	Pins and needles
300954003	Pain in calf	Pain in calf
55300003	Muscle cramp	Muscle cramp
32914008	Restless legs	Restless legs
77692006	Hypersomnia	Hypersomnia
25064002	Headache	Headache
405729008	Haematochezia	Haematochezia
309256001	Cold foot	Cold foot
22298006	Myocardial infarction	Myocardial infarction
3877011000036101	Lipitor	Lipitor
76948002	Severe pain	Severe pain
68962001	Myalgia	Myalgia
84229001	Fatigue	Fatigue
387603000	Impairment of balance	Impairment of balance
271681002	Stomach ache	Stomach ache
162076009	Excessive upper gastrointestinal gas	Excessive upper gastrointestinal gas
396275006	Osteoarthritis	Osteoarthritis
3384011000036100	Arthrotec	Arthrotec
129565002	Myopathy	Myopathy
297217002	Rib pain	Rib pain
698065002	Acid reflux	Acid reflux
47933007	Foot pain	Foot pain
3877011000036101	Lipitor	Lipitor
68962001	Myalgia	Myalgia
309774006	Weakness of limb	Weakness of limb
78514002	Thigh pain	Thigh pain
24693007	Fibromyalgia	Fibromyalgia
404640003	Dizziness	Dizziness
162076009	Excessive upper gastrointestinal gas	Excessive upper gastrointestinal gas
36031001	Burning feet	Burning feet
30989003	Knee pain	Knee pain
3424008	Tachycardia	Tachycardia
202482009	Wrist joint pain	Wrist joint pain
47933007	Foot pain	Foot pain
55300003	Muscle cramp	Muscle cramp
39575007	Urine looks dark	Urine looks dark
48167000	Amnesia	Amnesia
84229001	Fatigue	Fatigue
37796009	Migraine	Migraine
314642004	Intermittent pain	Intermittent pain
21286011000036106	paracetamol + codeine	paracetamol + codeine
21930011000036101	ezetimibe	ezetimibe
129565002	Myopathy	Myopathy
22253000	Pain	Pain
161873000	Heavy legs	Heavy legs
224960004	Tired	Tired
698247007	Cardiac arrhythmia	Cardiac arrhythmia
45326000	Shoulder pain	Shoulder pain
35489007	Depression	Depression
399153001	Vertigo	Vertigo
449917004	Cramp in lower limb	Cramp in lower limb
60032008	Unable to concentrate	Unable to concentrate
3877011000036101	Lipitor	Lipitor
3723001	Arthritis	Arthritis
84229001	Fatigue	Fatigue
310501001	Numbness of limbs	Numbness of limbs
288226003	Myalgia/myositis - shoulder	Myalgia/myositis - shoulder
69896004	Rheumatoid arthritis	Rheumatoid arthritis
3877011000036101	Lipitor	Lipitor
278040002	Loss of hair	Loss of hair
422587007	Nausea	Nausea
8943002	Weight gain	Weight gain
30989003	Knee pain	Knee pain
298241001	Foot joint stiff	Foot joint stiff
236620008	Infective cystitis	Infective cystitis
25064002	Headache	Headache
76948002	Severe pain	Severe pain
422400008	Vomiting	Vomiting
239965002	Tendonitis AND/OR tenosynovitis of the elbow region	Tendonitis AND/OR tenosynovitis of the elbow region
267031002	Tiredness symptom	Tiredness symptom
162076009	Excessive upper gastrointestinal gas	Excessive upper gastrointestinal gas
3877011000036101	Lipitor	Lipitor
2531000168109	Andrews Tums Antacid	Andrews Tums Antacid
3877011000036101	Lipitor	Lipitor
193462001	Insomnia	Insomnia
404640003	Dizziness	Dizziness
3384011000036100	Arthrotec	Arthrotec
62315008	Diarrhoea	Diarrhoea
162076009	Excessive upper gastrointestinal gas	Excessive upper gastrointestinal gas
26544005	Muscle weakness	Muscle weakness
300954003	Pain in calf	Pain in calf
3723001	Arthritis	Arthritis
54981004	Charleyhorse	Charleyhorse
3904011000036106	Zocor	Zocor
162076009	Excessive upper gastrointestinal gas	Excessive upper gastrointestinal gas
30989003	Knee pain	Knee pain
32970011000036103	Toprol-XL	Toprol-XL
429783005	Paraesthesia of lower extremity	Paraesthesia of lower extremity
247592009	Poor short-term memory	Poor short-term memory
3877011000036101	Lipitor	Lipitor
80585000	Intolerant of cold	Intolerant of cold
3877011000036101	Lipitor	Lipitor
22253000	Pain	Pain
3877011000036101	Lipitor	Lipitor
3877011000036101	Lipitor	Lipitor
284151004	Unable to move leg	Unable to move leg
193462001	Insomnia	Insomnia
49727002	Cough	Cough
247373008	Ankle pain	Ankle pain
44077006	Numbness	Numbness
21885011000036105	ibuprofen	ibuprofen
3877011000036101	Lipitor	Lipitor
3877011000036101	Lipitor	Lipitor
309557009	Numbness of face	Numbness of face
57676002	Arthralgia	Arthralgia
10601006	Pain in lower limb	Pain in lower limb
3877011000036101	Lipitor	Lipitor
84229001	Fatigue	Fatigue
22253000	Pain	Pain
279039007	Low back pain	Low back pain
130989002	Sleep deprivation	Sleep deprivation
3877011000036101	Lipitor	Lipitor
76948002	Severe pain	Severe pain
300954003	Pain in calf	Pain in calf
3877011000036101	Lipitor	Lipitor
21134002	Disability	Disability
21252011000036100	morphine	morphine
282145008	Unable to walk	Unable to walk
18876004	Pain in finger	Pain in finger
49049000	Parkinson's disease	Parkinson's disease
4171011000036100	Celebrex	Celebrex
48167000	Amnesia	Amnesia
48532005	Muscle strain	Muscle strain
77435011000036104	ascorbic acid	ascorbic acid
3877011000036101	Lipitor	Lipitor
25064002	Headache	Headache
86044005	Amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis
308909003	Parkinsonian tremor	Parkinsonian tremor
309774006	Weakness of limb	Weakness of limb
22253000	Pain	Pain
21662011000036107	metoprolol	metoprolol
166584001	C-reactive protein abnormal	C-reactive protein abnormal
3877011000036101	Lipitor	Lipitor
3877011000036101	Lipitor	Lipitor
22253000	Pain	Pain
31384009	Polymyositis	Polymyositis
422400008	Vomiting	Vomiting
60862001	Tinnitus	Tinnitus
250082003	Hand cramps	Hand cramps
129565002	Myopathy	Myopathy
10601006	Pain in lower limb	Pain in lower limb
68962001	Myalgia	Myalgia
25064002	Headache	Headache
60119000	Exhaustion	Exhaustion
29857009	Chest pain	Chest pain
3877011000036101	Lipitor	Lipitor
162076009	Excessive upper gastrointestinal gas	Excessive upper gastrointestinal gas
309774006	Weakness of limb	Weakness of limb
161891005	Backache	Backache
309774006	Weakness of limb	Weakness of limb
68962001	Myalgia	Myalgia
161882006	Stiff neck	Stiff neck
68962001	Myalgia	Myalgia
21288011000036105	diclofenac	diclofenac
161891005	Backache	Backache
267728009	Blind or low vision - one eye only	Blind or low vision - one eye only
22253000	Pain	Pain
3877011000036101	Lipitor	Lipitor
35489007	Depression	Depression
228158008	Walking disability	Walking disability
76948002	Severe pain	Severe pain
48167000	Amnesia	Amnesia
62507009	Pins and needles	Pins and needles
271767006	Peeling of skin	Peeling of skin
429040005	Ulcer	Ulcer
22253000	Pain	Pain
309539008	Numbness of toe	Numbness of toe
288227007	Myalgia/myositis - upper arm	Myalgia/myositis - upper arm
13791008	Asthenia	Asthenia
309774006	Weakness of limb	Weakness of limb
228158008	Walking disability	Walking disability
288231001	Myalgia/myositis - lower leg	Myalgia/myositis - lower leg
81680005	Neck pain	Neck pain
3877011000036101	Lipitor	Lipitor
386807006	Memory impairment	Memory impairment
162076009	Excessive upper gastrointestinal gas	Excessive upper gastrointestinal gas
124054003	Increased cholesterol esters	Increased cholesterol esters
3877011000036101	Lipitor	Lipitor
3877011000036101	Lipitor	Lipitor
30989003	Knee pain	Knee pain
21242011000036102	simvastatin	simvastatin
57182000	Nerve injury	Nerve injury
62476001	Disorientated	Disorientated
193462001	Insomnia	Insomnia
124054003	Increased cholesterol esters	Increased cholesterol esters
25064002	Headache	Headache
473011001	Allergic condition	Allergic condition
3877011000036101	Lipitor	Lipitor
22253000	Pain	Pain
131053002	Decreased progesterone level	Decreased progesterone level
404640003	Dizziness	Dizziness
367391008	Malaise	Malaise
62507009	Pins and needles	Pins and needles
3877011000036101	Lipitor	Lipitor
431416001	Menstrual cramp	Menstrual cramp
267052005	Flatulence/wind	Flatulence/wind
12063002	Rectal haemorrhage	Rectal haemorrhage
247640008	Unable to think clearly	Unable to think clearly
249898006	Slow on legs	Slow on legs
80449002	Muscle fatigue	Muscle fatigue
3877011000036101	Lipitor	Lipitor
21930011000036101	ezetimibe	ezetimibe
68962001	Myalgia	Myalgia
230145002	Difficulty breathing	Difficulty breathing
55300003	Muscle cramp	Muscle cramp
23502006	Lyme disease	Lyme disease
3877011000036101	Lipitor	Lipitor
55300003	Muscle cramp	Muscle cramp
8943002	Weight gain	Weight gain
25064002	Headache	Headache
251377007	Abdominal pressure	Abdominal pressure
250084002	Cramp in calf	Cramp in calf
44018007	Cholestatic jaundice syndrome	Cholestatic jaundice syndrome
14760008	Constipation	Constipation
3877011000036101	Lipitor	Lipitor
3877011000036101	Lipitor	Lipitor
3877011000036101	Lipitor	Lipitor
68962001	Myalgia	Myalgia
276294005	Isolated memory skills	Isolated memory skills
3877011000036101	Lipitor	Lipitor
49218002	Hip pain	Hip pain
84229001	Fatigue	Fatigue
49218002	Hip pain	Hip pain
95891005	Influenza-like illness	Influenza-like illness
267036007	Dyspnoea	Dyspnoea
26544005	Muscle weakness	Muscle weakness
